ambient	plusFe
lcl|FLDA00M02FVPSV	1	12
lcl|FLDA00M02FVPTZ	1	5
lcl|FLDA00M02FVR12	3	1
lcl|FLDA00M02FVTNW	0	27
lcl|FLDA00M02FVU7C	0	12
lcl|FLDA00M02FVW6X	4	5
lcl|FLDA00M02FVYPM	0	3
lcl|FLDA00M02FVZBX	0	12
lcl|FLDA00M02FVZL0	0	1
lcl|FLDA00M02FW01U	0	156
lcl|FLDA00M02FW0NV	27	97
lcl|FLDA00M02FW1YW	7	15
lcl|FLDA00M02FW442	3	51
lcl|FLDA00M02FW4M7	0	1
lcl|FLDA00M02FW7GL	0	11
lcl|FLDA00M02FW8DA	0	1
lcl|FLDA00M02FW9P2	1	0
lcl|FLDA00M02FWAPM	1	4
lcl|FLDA00M02FWB95	0	7
lcl|FLDA00M02FWCJ9	0	3
lcl|FLDA00M02FWIWP	15	22
lcl|FLDA00M02FWK9X	0	2
lcl|FLDA00M02FWNIR	0	1
lcl|FLDA00M02FWPHU	0	26
lcl|FLDA00M02FWQ48	0	231
lcl|FLDA00M02FWR2L	0	155
lcl|FLDA00M02FWRJS	0	3
lcl|FLDA00M02FWTS8	0	12
lcl|FLDA00M02FWUFG	4	12
lcl|FLDA00M02FWUSG	0	14
lcl|FLDA00M02FX0CT	0	2
lcl|FLDA00M02FX3CO	0	23
lcl|FLDA00M02FX3DB	4	2
lcl|FLDA00M02FX55R	0	2
lcl|FLDA00M02FX5RT	0	61
lcl|FLDA00M02FX9KG	0	11
lcl|FLDA00M02FXAAM	0	9
lcl|FLDA00M02FXBX7	2	7
lcl|FLDA00M02FXD7S	0	1
lcl|FLDA00M02FXFP4	0	31
lcl|FLDA00M02FXFQV	1	3
lcl|FLDA00M02FXHBA	5	5
lcl|FLDA00M02FXK19	0	20
lcl|FLDA00M02FXKE7	0	12
lcl|FLDA00M02FXKEV	0	13
lcl|FLDA00M02FXKKK	0	2
lcl|FLDA00M02FXM6R	0	60
lcl|FLDA00M02FXPAX	1	1
lcl|FLDA00M02FXSMU	1	22
lcl|FLDA00M02FXT1Y	0	62
lcl|FLDA00M02FXTQ6	0	40
lcl|FLDA00M02FXZ6Q	0	48
lcl|FLDA00M02FY09L	1	29
lcl|FLDA00M02FY1AC	0	15
lcl|FLDA00M02FY1ZX	0	4
lcl|FLDA00M02FY21U	0	11
lcl|FLDA00M02FY31Q	0	2
lcl|FLDA00M02FY8HM	0	7
lcl|FLDA00M02FYAOF	1	4
lcl|FLDA00M02FYFMG	0	4
lcl|FLDA00M02FYKYP	0	3
lcl|FLDA00M02FYM05	8	20
lcl|FLDA00M02FYO4B	2	27
lcl|FLDA00M02FYOH5	51	36
lcl|FLDA00M02FYOO9	7	171
lcl|FLDA00M02FYOVF	7	14
lcl|FLDA00M02FYP0T	0	25
lcl|FLDA00M02FYVED	0	1
lcl|FLDA00M02FYW10	0	6
lcl|FLDA00M02FYZAS	2	5
lcl|FLDA00M02FZ0ES	0	1
lcl|FLDA00M02FZ6DZ	0	1
lcl|FLDA00M02FZBFY	0	180
lcl|FLDA00M02FZG4H	0	2
lcl|FLDA00M02FZGTP	0	11
lcl|FLDA00M02FZGXC	0	8
lcl|FLDA00M02FZKS4	1	0
lcl|FLDA00M02FZLIK	2	33
lcl|FLDA00M02FZMSQ	0	2
lcl|FLDA00M02FZN5W	9	0
lcl|FLDA00M02FZNO9	1	9
lcl|FLDA00M02FZRQC	0	1
lcl|FLDA00M02FZS7M	0	13
lcl|FLDA00M02FZT92	0	11
lcl|FLDA00M02FZU4U	9	102
lcl|FLDA00M02FZVEJ	0	5
lcl|FLDA00M02FZX1G	3	0
lcl|FLDA00M02G008F	0	11
lcl|FLDA00M02G012E	0	2
lcl|FLDA00M02G0444	0	7
lcl|FLDA00M02G077U	2	27
lcl|FLDA00M02G07MI	0	11
lcl|FLDA00M02G08K5	0	12
lcl|FLDA00M02G08Z9	0	109
lcl|FLDA00M02G0HOR	0	14
lcl|FLDA00M02G0JGS	0	153
lcl|FLDA00M02G0L8M	1	0
lcl|FLDA00M02G0RTP	1	35
lcl|FLDA00M02G0SBG	0	50
lcl|FLDA00M02G0STZ	24	129
lcl|FLDA00M02G0U2X	6	140
lcl|FLDA00M02G0U5C	0	1
lcl|FLDA00M02G0UYC	10	5
lcl|FLDA00M02G0V0O	0	22
lcl|FLDA00M02G0V6P	0	98
lcl|FLDA00M02G0XX7	0	7
lcl|FLDA00M02G0YI0	0	2
lcl|FLDA00M02G11NJ	0	4
lcl|FLDA00M02G11X0	1	6
lcl|FLDA00M02G138M	0	8
lcl|FLDA00M02G14CD	0	9
lcl|FLDA00M02G14JF	15	14
lcl|FLDA00M02G14Q4	0	16
lcl|FLDA00M02G1600	2	0
lcl|FLDA00M02G168D	0	9
lcl|FLDA00M02G19O3	1	0
lcl|FLDA00M02G19Z8	0	2
lcl|FLDA00M02G1AW7	0	10
lcl|FLDA00M02G1DTZ	0	1
lcl|FLDA00M02G1HS0	2	3
lcl|FLDA00M02G1NXU	6	11
lcl|FLDA00M02G1RF8	2	4
lcl|FLDA00M02G1RON	0	28
lcl|FLDA00M02G1ZWR	0	3
lcl|FLDA00M02G203O	0	6
lcl|FLDA00M02G20I4	18	29
lcl|FLDA00M02G211S	0	26
lcl|FLDA00M02G2889	0	92
lcl|FLDA00M02G29J9	0	98
lcl|FLDA00M02G2AHY	0	11
lcl|FLDA00M02G2GJW	1	1
lcl|FLDA00M02G2GNT	0	3
lcl|FLDA00M02G2H1J	6	8
lcl|FLDA00M02G2JWX	0	5
lcl|FLDA00M02G2M57	1	0
lcl|FLDA00M02G2MW3	0	5
lcl|FLDA00M02G2NSF	1	4
lcl|FLDA00M02G2PIM	0	47
lcl|FLDA00M02G2S6L	1	26
lcl|FLDA00M02G2SK3	0	92
lcl|FLDA00M02G2TQ4	0	2
lcl|FLDA00M02G2TSG	0	27
lcl|FLDA00M02G2UQH	2	11
lcl|FLDA00M02G2WEB	47	0
lcl|FLDA00M02G2WON	0	9
lcl|FLDA00M02G2Y15	0	2
lcl|FLDA00M02G31OZ	0	5
lcl|FLDA00M02G331M	7	166
lcl|FLDA00M02G34D4	0	16
lcl|FLDA00M02G375F	0	3
lcl|FLDA00M02G37KB	1	0
lcl|FLDA00M02G3C15	6	0
lcl|FLDA00M02G3C6V	0	27
lcl|FLDA00M02G3GBP	4	40
lcl|FLDA00M02G3HO8	1	2
lcl|FLDA00M02G3IT2	0	18
lcl|FLDA00M02G3K0Y	0	2
lcl|FLDA00M02G3KBI	0	33
lcl|FLDA00M02G3KVY	0	14
lcl|FLDA00M02G3MN9	0	32
lcl|FLDA00M02G3PNR	0	9
lcl|FLDA00M02G3Q6L	0	3
lcl|FLDA00M02G3Q8X	0	5
lcl|FLDA00M02G3R7O	0	1
lcl|FLDA00M02G3RVE	0	31
lcl|FLDA00M02G3RYR	0	101
lcl|FLDA00M02G3SVN	0	13
lcl|FLDA00M02G3XZ8	0	10
lcl|FLDA00M02G403N	0	554
lcl|FLDA00M02G42LA	45	0
lcl|FLDA00M02G42TC	1	9
lcl|FLDA00M02G47VH	0	3
lcl|FLDA00M02G48Y5	0	3
lcl|FLDA00M02G4AFL	0	1
lcl|FLDA00M02G4BM7	0	66
lcl|FLDA00M02G4DBD	1	3
lcl|FLDA00M02G4DI6	17	0
lcl|FLDA00M02G4FH2	0	64
lcl|FLDA00M02G4K3C	9	352
lcl|FLDA00M02G4ROZ	0	30
lcl|FLDA00M02G4WY3	3	35
lcl|FLDA00M02G4WYX	0	2
lcl|FLDA00M02G4ZMD	0	17
lcl|FLDA00M02G4ZOZ	0	10
lcl|FLDA00M02G55GW	0	9
lcl|FLDA00M02G5AAL	0	51
lcl|FLDA00M02G5BQ0	0	6
lcl|FLDA00M02G5CS2	0	35
lcl|FLDA00M02G5GK7	3	17
lcl|FLDA00M02G5GWJ	0	154
lcl|FLDA00M02G5GYV	2	0
lcl|FLDA00M02G5HEX	0	16
lcl|FLDA00M02G5IDO	1	2
lcl|FLDA00M02G5JIJ	2	81
lcl|FLDA00M02G5KSE	0	7
lcl|FLDA00M02G5LTP	0	1
lcl|FLDA00M02G5OOI	0	22
lcl|FLDA00M02G5PYN	0	25
lcl|FLDA00M02G5RCM	0	14
lcl|FLDA00M02G5WTG	0	1
lcl|FLDA00M02G66ZT	1	7
lcl|FLDA00M02G69UG	8	11
lcl|FLDA00M02G6B3K	0	1
lcl|FLDA00M02G6M48	0	4
lcl|FLDA00M02G6OX2	0	5
lcl|FLDA00M02G6SXY	0	1
lcl|FLDA00M02G6T42	0	51
lcl|FLDA00M02G6T4D	0	2
lcl|FLDA00M02G6TU5	8	16
lcl|FLDA00M02G6VHL	0	6
lcl|FLDA00M02G6YYH	0	24
lcl|FLDA00M02G6Z72	5	2
lcl|FLDA00M02G6ZOR	1	6
lcl|FLDA00M02G72MK	0	78
lcl|FLDA00M02G734C	0	1
lcl|FLDA00M02G77OV	1	1
lcl|FLDA00M02G7BTW	1	2
lcl|FLDA00M02G7DQZ	1	37
lcl|FLDA00M02G7F2G	0	38
lcl|FLDA00M02G7F4D	0	40
lcl|FLDA00M02G7IPU	1	0
lcl|FLDA00M02G7JCZ	2	1
lcl|FLDA00M02G7M2K	0	6
lcl|FLDA00M02G7OHC	1	4
lcl|FLDA00M02G7SJI	0	25
lcl|FLDA00M02G7SQP	0	55
lcl|FLDA00M02G7TQO	9	123
lcl|FLDA00M02G7V44	0	33
lcl|FLDA00M02G7V4X	0	1
lcl|FLDA00M02G7WWW	0	7
lcl|FLDA00M02G835F	1	78
lcl|FLDA00M02G84U3	0	14
lcl|FLDA00M02G85AJ	0	11
lcl|FLDA00M02G85OD	33	7
lcl|FLDA00M02G879J	1	0
lcl|FLDA00M02G89OP	0	26
lcl|FLDA00M02G8CU8	2	0
lcl|FLDA00M02G8FVL	2	0
lcl|FLDA00M02G8J5U	0	108
lcl|FLDA00M02G8OT8	0	104
lcl|FLDA00M02G8R4A	0	2
lcl|FLDA00M02G8S0W	1	8
lcl|FLDA00M02G8UES	0	48
lcl|FLDA00M02G8XR8	0	50
lcl|FLDA00M02G8ZOV	7	0
lcl|FLDA00M02G90NW	1	10
lcl|FLDA00M02G90RG	0	2
lcl|FLDA00M02G95WK	0	73
lcl|FLDA00M02G960K	0	2
lcl|FLDA00M02G9D8G	3	1
lcl|FLDA00M02G9FME	0	7
lcl|FLDA00M02G9IPO	0	2
lcl|FLDA00M02G9NNP	0	46
lcl|FLDA00M02G9OI9	3	3
lcl|FLDA00M02G9OV9	2	4
lcl|FLDA00M02G9QJX	73	0
lcl|FLDA00M02G9R6U	2	0
lcl|FLDA00M02G9SGI	1	21
lcl|FLDA00M02G9TA0	0	5
lcl|FLDA00M02G9UMZ	3	4
lcl|FLDA00M02GA0C1	4	18
lcl|FLDA00M02GA17Y	3	0
lcl|FLDA00M02GA2GU	0	1
lcl|FLDA00M02GA3XK	2	0
lcl|FLDA00M02GA7P3	5	167
lcl|FLDA00M02GA8AD	1	11
lcl|FLDA00M02GA8HS	1	1
lcl|FLDA00M02GAAMI	0	1
lcl|FLDA00M02GAD74	0	7
lcl|FLDA00M02GADJ5	0	33
lcl|FLDA00M02GAFRO	0	5
lcl|FLDA00M02GAGDP	0	2
lcl|FLDA00M02GAHQ0	0	8
lcl|FLDA00M02GAI81	0	16
lcl|FLDA00M02GAIWD	0	115
lcl|FLDA00M02GAKYC	0	7
lcl|FLDA00M02GAL8R	24	41
lcl|FLDA00M02GASPW	1	0
lcl|FLDA00M02GAYKP	0	6
lcl|FLDA00M02GAZ7U	0	6
lcl|FLDA00M02GAZYM	3	105
lcl|FLDA00M02GB0KI	0	1
lcl|FLDA00M02GB2DK	0	7
lcl|FLDA00M02GB3U8	0	2
lcl|FLDA00M02GB5OP	0	72
lcl|FLDA00M02GBBBF	4	13
lcl|FLDA00M02GBFKT	10	224
lcl|FLDA00M02GBGGD	18	83
lcl|FLDA00M02GBJI0	0	2
lcl|FLDA00M02GBPHS	0	7
lcl|FLDA00M02GBQ0X	0	8
lcl|FLDA00M02GBQ67	0	327
lcl|FLDA00M02GBQ7H	0	81
lcl|FLDA00M02GBQZM	8	180
lcl|FLDA00M02GBR51	0	12
lcl|FLDA00M02GBXTU	1	4
lcl|FLDA00M02GC0RY	0	1
lcl|FLDA00M02GC2B3	1	0
lcl|FLDA00M02GC934	0	100
lcl|FLDA00M02GC9BL	0	44
lcl|FLDA00M02GCDU8	0	19
lcl|FLDA00M02GCFGC	0	40
lcl|FLDA00M02GCG5F	0	3
lcl|FLDA00M02GCGV0	1	5
lcl|FLDA00M02GCJKC	2	4
lcl|FLDA00M02GCKK8	5	0
lcl|FLDA00M02GCLOP	0	15
lcl|FLDA00M02GCLX3	0	105
lcl|FLDA00M02GCP4O	0	11
lcl|FLDA00M02GCPXI	6	0
lcl|FLDA00M02GCQK5	0	10
lcl|FLDA00M02GCQL3	0	31
lcl|FLDA00M02GCWRP	0	1
lcl|FLDA00M02GCXJW	1	4
lcl|FLDA00M02GCXNS	0	34
lcl|FLDA00M02GCZHW	0	1
lcl|FLDA00M02GD19X	6	16
lcl|FLDA00M02GD48X	0	5
lcl|FLDA00M02GD50Q	0	6
lcl|FLDA00M02GD875	0	2
lcl|FLDA00M02GD8LM	1	37
lcl|FLDA00M02GDEZZ	0	70
lcl|FLDA00M02GDFDF	5	60
lcl|FLDA00M02GDFUR	0	6
lcl|FLDA00M02GDG8A	0	22
lcl|FLDA00M02GDGR0	15	0
lcl|FLDA00M02GDH7E	1	25
lcl|FLDA00M02GDJ89	0	3
lcl|FLDA00M02GDLZS	0	53
lcl|FLDA00M02GDMXV	2	4
lcl|FLDA00M02GDNGV	0	74
lcl|FLDA00M02GDQBK	0	7
lcl|FLDA00M02GDR7M	2	26
lcl|FLDA00M02GDTMQ	179	24
lcl|FLDA00M02GDX0V	1	8
lcl|FLDA00M02GDYQW	1	127
lcl|FLDA00M02GDYRK	5	85
lcl|FLDA00M02GE0VE	1	10
lcl|FLDA00M02GE35H	0	2
lcl|FLDA00M02GE3U3	1	2
lcl|FLDA00M02GE48U	0	163
lcl|FLDA00M02GE6AH	3	28
lcl|FLDA00M02GE8GN	0	46
lcl|FLDA00M02GE9EN	0	3
lcl|FLDA00M02GECE5	0	6
lcl|FLDA00M02GEN26	0	7
lcl|FLDA00M02GEN2M	0	4
lcl|FLDA00M02GENFF	1	41
lcl|FLDA00M02GEQVB	0	1
lcl|FLDA00M02GEVRK	7	38
lcl|FLDA00M02GEX6G	0	217
lcl|FLDA00M02GEXID	0	26
lcl|FLDA00M02GEXQ5	0	8
lcl|FLDA00M02GF1UR	0	8
lcl|FLDA00M02GF477	0	5
lcl|FLDA00M02GF8TN	4	60
lcl|FLDA00M02GF9K3	1	4
lcl|FLDA00M02GFA4O	0	5
lcl|FLDA00M02GFAOV	0	15
lcl|FLDA00M02GFBFT	0	5
lcl|FLDA00M02GFG0W	0	12
lcl|FLDA00M02GFGDR	2	23
lcl|FLDA00M02GFGV6	5	0
lcl|FLDA00M02GFIWG	1	5
lcl|FLDA00M02GFL47	1	4
lcl|FLDA00M02GFR9E	0	2
lcl|FLDA00M02GG2LH	1	1
lcl|FLDA00M02GG5CU	0	10
lcl|FLDA00M02GG7KF	0	15
lcl|FLDA00M02GG990	10	3
lcl|FLDA00M02GGA9J	8	19
lcl|FLDA00M02GGBB8	13	14
lcl|FLDA00M02GGBC4	0	94
lcl|FLDA00M02GGCE8	0	3
lcl|FLDA00M02GGE9D	0	9
lcl|FLDA00M02GGERU	1	0
lcl|FLDA00M02GGFUS	1	19
lcl|FLDA00M02GGFXY	0	258
lcl|FLDA00M02GGINP	2	15
lcl|FLDA00M02GGKQW	2	58
lcl|FLDA00M02GGO08	10	31
lcl|FLDA00M02GGPK9	0	46
lcl|FLDA00M02GGQJT	0	2
lcl|FLDA00M02GGZRJ	0	2
lcl|FLDA00M02GH0C0	0	185
lcl|FLDA00M02GH0UL	2	4
lcl|FLDA00M02GH0Y5	0	3
lcl|FLDA00M02GH545	1	36
lcl|FLDA00M02GH5N9	0	27
lcl|FLDA00M02GH8CS	41	572
lcl|FLDA00M02GH8T4	4	6
lcl|FLDA00M02GH977	0	6
lcl|FLDA00M02GHALB	2	1
lcl|FLDA00M02GHFC3	32	0
lcl|FLDA00M02GHJ2L	0	21
lcl|FLDA00M02GHLIR	3	3
lcl|FLDA00M02GHMUX	0	3
lcl|FLDA00M02GHMYC	0	31
lcl|FLDA00M02GHOGJ	1	2
lcl|FLDA00M02GHR4Y	2	7
lcl|FLDA00M02GHUB7	0	3
lcl|FLDA00M02GHVBS	3	2
lcl|FLDA00M02GHW80	0	1
lcl|FLDA00M02GHXZN	0	127
lcl|FLDA00M02GHZB9	0	49
lcl|FLDA00M02GI0G0	0	8
lcl|FLDA00M02GI1XY	15	34
lcl|FLDA00M02GI209	0	2
lcl|FLDA00M02GI57R	0	12
lcl|FLDA00M02GI8IV	1	0
lcl|FLDA00M02GIBWP	22	133
lcl|FLDA00M02GIC0X	0	3
lcl|FLDA00M02GIFZ3	0	3
lcl|FLDA00M02GIHKG	25	13
lcl|FLDA00M02GIIBU	0	2
lcl|FLDA00M02GIJFZ	0	11
lcl|FLDA00M02GIMBY	0	5
lcl|FLDA00M02GIO3H	3	9
lcl|FLDA00M02GIO3T	1	77
lcl|FLDA00M02GIOR6	0	2
lcl|FLDA00M02GIOYG	2	6
lcl|FLDA00M02GIRZT	0	2
lcl|FLDA00M02GIS34	3	3
lcl|FLDA00M02GISS7	0	1
lcl|FLDA00M02GITJJ	0	24
lcl|FLDA00M02GITRG	0	6
lcl|FLDA00M02GIWLI	0	214
lcl|FLDA00M02GIXDX	0	5
lcl|FLDA00M02GJ03L	3	2
lcl|FLDA00M02GJ0QC	0	4
lcl|FLDA00M02GJ113	5	3
lcl|FLDA00M02GJ3MX	0	16
lcl|FLDA00M02GJ4G8	3	0
lcl|FLDA00M02GJ4YK	2	10
lcl|FLDA00M02GJ9H2	2	3
lcl|FLDA00M02GJ9H5	4	19
lcl|FLDA00M02GJD0G	4	3
lcl|FLDA00M02GJH1B	1	4
lcl|FLDA00M02GJJ6G	0	29
lcl|FLDA00M02GJL6R	0	66
lcl|FLDA00M02GJRJO	0	11
lcl|FLDA00M02GJSNW	9	9
lcl|FLDA00M02GJT5Z	0	78
lcl|FLDA00M02GJVRW	1	4
lcl|FLDA00M02GJYDQ	0	29
lcl|FLDA00M02GJZ7W	0	17
lcl|FLDA00M02GK5B1	0	9
lcl|FLDA00M02GK9TR	0	36
lcl|FLDA00M02GK9WM	0	40
lcl|FLDA00M02GKEPZ	5	48
lcl|FLDA00M02GKRTS	33	111
lcl|FLDA00M02GKS9U	1	4
lcl|FLDA00M02GKSLR	0	5
lcl|FLDA00M02GKUKP	0	3
lcl|FLDA00M02GKVRG	1	0
lcl|FLDA00M02GKVXH	0	1
lcl|FLDA00M02GKX7D	0	10
lcl|FLDA00M02GKXGM	6	22
lcl|FLDA00M02GKYS0	0	21
lcl|FLDA00M02GL0WD	1	5
lcl|FLDA00M02GL2AA	1	1
lcl|FLDA00M02GL2LA	1	3
lcl|FLDA00M02GL4TZ	22	2
lcl|FLDA00M02GL69R	0	18
lcl|FLDA00M02GLBMR	0	1
lcl|FLDA00M02GLBVX	12	25
lcl|FLDA00M02GLCQK	0	42
lcl|FLDA00M02GLFZ2	0	3
lcl|FLDA00M02GLHQW	0	5
lcl|FLDA00M02GLIBW	1	2
lcl|FLDA00M02GLOJI	5	154
lcl|FLDA00M02GLRIB	0	5
lcl|FLDA00M02GLRXZ	0	4
lcl|FLDA00M02GLU1Z	9	20
lcl|FLDA00M02GLVB9	0	2
lcl|FLDA00M02GLVD9	0	5
lcl|FLDA00M02GM2UM	1	0
lcl|FLDA00M02GM3PG	0	23
lcl|FLDA00M02GM4AF	0	99
lcl|FLDA00M02GM56U	0	117
lcl|FLDA00M02GM8XJ	31	237
lcl|FLDA00M02GM9AV	0	6
lcl|FLDA00M02GM9VM	0	77
lcl|FLDA00M02GMA86	1	7
lcl|FLDA00M02GMA9I	0	10
lcl|FLDA00M02GMBFG	0	1
lcl|FLDA00M02GMKQ4	0	8
lcl|FLDA00M02GMRQX	34	36
lcl|FLDA00M02GMTWU	0	43
lcl|FLDA00M02GMUTD	0	15
lcl|FLDA00M02GMUXW	34	36
lcl|FLDA00M02GMZXS	7	16
lcl|FLDA00M02GN15Z	1	25
lcl|FLDA00M02GN4LH	0	40
lcl|FLDA00M02GN58W	1	6
lcl|FLDA00M02GN5CD	3	10
lcl|FLDA00M02GN5JD	0	254
lcl|FLDA00M02GN8NN	1	10
lcl|FLDA00M02GNCUT	0	242
lcl|FLDA00M02GNDV4	0	47
lcl|FLDA00M02GNFE0	0	3
lcl|FLDA00M02GNFN8	0	62
lcl|FLDA00M02GNFQB	1	2
lcl|FLDA00M02GNIEI	0	18
lcl|FLDA00M02GNJRF	0	10
lcl|FLDA00M02GNLVA	0	1
lcl|FLDA00M02GNPYK	4	5
lcl|FLDA00M02GNQKG	0	31
lcl|FLDA00M02GNQQK	1	0
lcl|FLDA00M02GNSMQ	0	18
lcl|FLDA00M02GNTQN	0	6
lcl|FLDA00M02GNVXU	1	0
lcl|FLDA00M02GNZ8X	0	1
lcl|FLDA00M02GO3TM	1	188
lcl|FLDA00M02GO4H5	0	11
lcl|FLDA00M02GO7TX	0	74
lcl|FLDA00M02GOEWK	0	24
lcl|FLDA00M02GOFHB	5	5
lcl|FLDA00M02GOG6H	0	4
lcl|FLDA00M02GOGFV	1	6
lcl|FLDA00M02GOIRR	1	1
lcl|FLDA00M02GOKBZ	0	3
lcl|FLDA00M02GOKZV	0	6
lcl|FLDA00M02GOL2Z	3	0
lcl|FLDA00M02GOP3C	0	3
lcl|FLDA00M02GOX1E	2	7
lcl|FLDA00M02GP32F	14	0
lcl|FLDA00M02GP3G8	2	327
lcl|FLDA00M02GP3J3	1	21
lcl|FLDA00M02GP3OB	0	1
lcl|FLDA00M02GPA12	0	18
lcl|FLDA00M02GPA8I	143	15
lcl|FLDA00M02GPAM1	0	2
lcl|FLDA00M02GPBFG	2	14
lcl|FLDA00M02GPBYB	0	6
lcl|FLDA00M02GPCAJ	0	32
lcl|FLDA00M02GPFPM	0	1
lcl|FLDA00M02GPFWN	0	4
lcl|FLDA00M02GPHHR	0	7
lcl|FLDA00M02GPJ35	3	58
lcl|FLDA00M02GPJK4	2	7
lcl|FLDA00M02GPKPK	0	3
lcl|FLDA00M02GPLPS	2	0
lcl|FLDA00M02GPM46	0	32
lcl|FLDA00M02GPMO1	8	5
lcl|FLDA00M02GPNAX	0	6
lcl|FLDA00M02GPQQN	7	5
lcl|FLDA00M02GPQV3	0	4
lcl|FLDA00M02GPS5Z	0	12
lcl|FLDA00M02GPSUH	0	10
lcl|FLDA00M02GPVWJ	0	32
lcl|FLDA00M02GPW4R	0	15
lcl|FLDA00M02GPZC0	1	2
lcl|FLDA00M02GPZUZ	1	3
lcl|FLDA00M02GQ11M	2	14
lcl|FLDA00M02GQ1KZ	0	4
lcl|FLDA00M02GQ2CU	0	5
lcl|FLDA00M02GQ4CS	0	11
lcl|FLDA00M02GQ4M3	0	8
lcl|FLDA00M02GQ4M9	1	2
lcl|FLDA00M02GQ7KE	2	1
lcl|FLDA00M02GQB1G	0	8
lcl|FLDA00M02GQT50	3	175
lcl|FLDA00M02GQUAR	0	11
lcl|FLDA00M02GQUP6	2	3
lcl|FLDA00M02GQUX7	0	1
lcl|FLDA00M02GQVSB	4	211
lcl|FLDA00M02GQY14	1	6
lcl|FLDA00M02GR3PY	0	21
lcl|FLDA00M02GR60J	1	6
lcl|FLDA00M02GR9Z9	5	38
lcl|FLDA00M02GRAG3	0	6
lcl|FLDA00M02GRB6O	0	2
lcl|FLDA00M02GRBDW	0	223
lcl|FLDA00M02GRD9H	0	25
lcl|FLDA00M02GRG3X	0	201
lcl|FLDA00M02GRH2P	42	72
lcl|FLDA00M02GRNCQ	1	1
lcl|FLDA00M02GRNK9	0	15
lcl|FLDA00M02GRNOA	0	10
lcl|FLDA00M02GRQIC	1	2
lcl|FLDA00M02GRRRA	1	31
lcl|FLDA00M02GRWPU	0	1
lcl|FLDA00M02GRXIX	3	30
lcl|FLDA00M02GS1IA	0	1
lcl|FLDA00M02GS591	0	25
lcl|FLDA00M02GS5A4	0	3
lcl|FLDA00M02GS5NY	5	1
lcl|FLDA00M02GS8B8	6	88
lcl|FLDA00M02GS9MW	11	6
lcl|FLDA00M02GSD23	0	33
lcl|FLDA00M02GSFWF	2	6
lcl|FLDA00M02GSIVD	0	1
lcl|FLDA00M02GSQFX	1	33
lcl|FLDA00M02GSQVO	0	244
lcl|FLDA00M02GSSAL	0	4
lcl|FLDA00M02GSUCA	0	42
lcl|FLDA00M02GSZOT	0	1
lcl|FLDA00M02GT0CA	0	6
lcl|FLDA00M02GT0U8	22	0
lcl|FLDA00M02GT1VB	1	2
lcl|FLDA00M02GT344	2	25
lcl|FLDA00M02GT370	7	155
lcl|FLDA00M02GTEC1	0	28
lcl|FLDA00M02GTFPA	0	18
lcl|FLDA00M02GTLIL	1	21
lcl|FLDA00M02GTLTW	0	12
lcl|FLDA00M02GTMKI	5	11
lcl|FLDA00M02GTSSF	1	0
lcl|FLDA00M02GTT1P	0	3
lcl|FLDA00M02GTT92	2	3
lcl|FLDA00M02GTTCW	0	95
lcl|FLDA00M02GTTJ3	0	12
lcl|FLDA00M02GTX0R	0	10
lcl|FLDA00M02GU0CV	1	13
lcl|FLDA00M02GU240	0	7
lcl|FLDA00M02GU27B	3	2
lcl|FLDA00M02GU2GL	2	2
lcl|FLDA00M02GU3IT	0	15
lcl|FLDA00M02GU9WF	1	0
lcl|FLDA00M02GUAFN	0	2
lcl|FLDA00M02GUBCY	0	19
lcl|FLDA00M02GUDDV	1	0
lcl|FLDA00M02GUJW4	3	59
lcl|FLDA00M02GUOTC	0	26
lcl|FLDA00M02GUPOY	1	16
lcl|FLDA00M02GUQEX	0	184
lcl|FLDA00M02GUS3P	0	27
lcl|FLDA00M02GUUA0	1	0
lcl|FLDA00M02GUW6C	0	10
lcl|FLDA00M02GUXMC	0	16
lcl|FLDA00M02GV031	0	10
lcl|FLDA00M02GV1YE	0	16
lcl|FLDA00M02GV42E	3	10
lcl|FLDA00M02GV6NN	1	16
lcl|FLDA00M02GV8ZU	0	4
lcl|FLDA00M02GVCHS	0	7
lcl|FLDA00M02GVE9F	1	3
lcl|FLDA00M02GVEUX	1	89
lcl|FLDA00M02GVL6E	0	8
lcl|FLDA00M02GVLWS	0	7
lcl|FLDA00M02GVM4O	0	851
lcl|FLDA00M02GVSU0	0	1
lcl|FLDA00M02GVZ0Y	0	5
lcl|FLDA00M02GW2VJ	4	12
lcl|FLDA00M02GW3Y1	2	95
lcl|FLDA00M02GW7NK	0	19
lcl|FLDA00M02GWCGZ	24	0
lcl|FLDA00M02GWLVE	1	2
lcl|FLDA00M02GWSI9	6	0
lcl|FLDA00M02GWZGG	0	8
lcl|FLDA00M02GWZRF	0	91
lcl|FLDA00M02GX1V3	0	13
lcl|FLDA00M02GX2AO	3	5
lcl|FLDA00M02GX2F0	0	210
lcl|FLDA00M02GX2S0	0	1
lcl|FLDA00M02GX4Z1	17	8
lcl|FLDA00M02GX87U	1	11
lcl|FLDA00M02GX9F9	11	663
lcl|FLDA00M02GXAO7	0	18
lcl|FLDA00M02GXGI3	0	6
lcl|FLDA00M02GXHHC	42	0
lcl|FLDA00M02GXI82	0	5
lcl|FLDA00M02GXJI7	0	7
lcl|FLDA00M02GXP9L	0	79
lcl|FLDA00M02GXQV0	5	6
lcl|FLDA00M02GXSED	1	7
lcl|FLDA00M02GXSEJ	0	1
